sample,Season,Place,Date,gc/µL in sample,rerun,conc,Date_Location,index_plot,week,year,amplicon,read_count,segment
barcode10,2022/2023,ARA Chur,2022_12_10 ,18.125 ,no,18.125,2022_12_10 -ARA Chur,"",49,,amp1,8,M
barcode10,2022/2023,ARA Chur,2022_12_10 ,18.125 ,no,18.125,2022_12_10 -ARA Chur,"",49,,amp2,22,M
barcode10,2022/2023,ARA Chur,2022_12_10 ,18.125 ,no,18.125,2022_12_10 -ARA Chur,"",49,,amp3,1,M
barcode11,2022/2023,ARA Chur,2022_12_25 ,101.5 ,no,101.5,2022_12_25 -ARA Chur,"",51,,amp1,4529,M
barcode11,2022/2023,ARA Chur,2022_12_25 ,101.5 ,no,101.5,2022_12_25 -ARA Chur,"",51,,amp2,34567,M
barcode11,2022/2023,ARA Chur,2022_12_25 ,101.5 ,no,101.5,2022_12_25 -ARA Chur,"",51,,amp3,3260,M
barcode12,2022/2023,ARA Chur,2023_01_01 ,51 ,no,51,2023_01_01 -ARA Chur,"",52,2023,amp1,201,M
barcode12,2022/2023,ARA Chur,2023_01_01 ,51 ,no,51,2023_01_01 -ARA Chur,"",52,2023,amp2,415,M
barcode12,2022/2023,ARA Chur,2023_01_01 ,51 ,no,51,2023_01_01 -ARA Chur,"",52,2023,amp3,1,M
barcode13,2023/2024,CDA Lugano,2023_12_14 ,18.875 ,no,18.875,2023_12_14 -CDA Lugano,"",50,2023,amp1,10,M
barcode13,2023/2024,CDA Lugano,2023_12_14 ,18.875 ,no,18.875,2023_12_14 -CDA Lugano,"",50,2023,amp2,25,M
barcode13,2023/2024,CDA Lugano,2023_12_14 ,18.875 ,no,18.875,2023_12_14 -CDA Lugano,"",50,2023,amp3,7,M
barcode14,2023/2024,CDA Lugano,2023_12_25 ,107.25 ,no,107.25,2023_12_25 -CDA Lugano,"",52,2023,amp1,38,M
barcode14,2023/2024,CDA Lugano,2023_12_25 ,107.25 ,no,107.25,2023_12_25 -CDA Lugano,"",52,2023,amp2,18,M
barcode14,2023/2024,CDA Lugano,2023_12_25 ,107.25 ,no,107.25,2023_12_25 -CDA Lugano,"",52,2023,amp3,65,M
barcode15,2023/2024,CDA Lugano,2024_02_19 ,18.25 ,no,18.25,2024_02_19 -CDA Lugano,"",08,2024,amp1,618,M
barcode15,2023/2024,CDA Lugano,2024_02_19 ,18.25 ,no,18.25,2024_02_19 -CDA Lugano,"",08,2024,amp2,249,M
barcode15,2023/2024,CDA Lugano,2024_02_19 ,18.25 ,no,18.25,2024_02_19 -CDA Lugano,"",08,2024,amp3,2226,M
barcode16,2023/2024,ARA Werdhoelzli,2023_12_31 ,15.375 ,no,15.375,2023_12_31 -ARA Werdhoelzli,"",52,2023,amp1,697,M
barcode16,2023/2024,ARA Werdhoelzli,2023_12_31 ,15.375 ,no,15.375,2023_12_31 -ARA Werdhoelzli,"",52,2023,amp2,6427,M
barcode16,2023/2024,ARA Werdhoelzli,2023_12_31 ,15.375 ,no,15.375,2023_12_31 -ARA Werdhoelzli,"",52,2023,amp3,2282,M
barcode17,2023/2024,ARA Werdhoelzli,2024_01_14 ,75.15 ,no,75.15,2024_01_14 -ARA Werdhoelzli,"",02,2024,amp1,158,M
barcode17,2023/2024,ARA Werdhoelzli,2024_01_14 ,75.15 ,no,75.15,2024_01_14 -ARA Werdhoelzli,"",02,2024,amp2,609,M
barcode17,2023/2024,ARA Werdhoelzli,2024_01_14 ,75.15 ,no,75.15,2024_01_14 -ARA Werdhoelzli,"",02,2024,amp3,665,M
barcode18,2023/2024,ARA Werdhoelzli,2024_02_21 ,16.875 ,no,16.875,2024_02_21 -ARA Werdhoelzli,"",08,2024,amp1,2829,M
barcode18,2023/2024,ARA Werdhoelzli,2024_02_21 ,16.875 ,no,16.875,2024_02_21 -ARA Werdhoelzli,"",08,2024,amp2,11092,M
barcode18,2023/2024,ARA Werdhoelzli,2024_02_21 ,16.875 ,no,16.875,2024_02_21 -ARA Werdhoelzli,"",08,2024,amp3,2164,M
barcode19,2023/2024,STEP Aire,2023_12_23 ,20.75 ,no,20.75,2023_12_23 -STEP Aire,"",51,2023,amp1,23,M
barcode19,2023/2024,STEP Aire,2023_12_23 ,20.75 ,no,20.75,2023_12_23 -STEP Aire,"",51,2023,amp2,38,M
barcode19,2023/2024,STEP Aire,2023_12_23 ,20.75 ,no,20.75,2023_12_23 -STEP Aire,"",51,2023,amp3,3,M
barcode20,2023/2024,STEP Aire,2024_01_02 ,29.25 ,no,29.25,2024_01_02 -STEP Aire,"",01,2024,amp1,4369,M
barcode20,2023/2024,STEP Aire,2024_01_02 ,29.25 ,no,29.25,2024_01_02 -STEP Aire,"",01,2024,amp2,33371,M
barcode20,2023/2024,STEP Aire,2024_01_02 ,29.25 ,no,29.25,2024_01_02 -STEP Aire,"",01,2024,amp3,6616,M
barcode21,2023/2024,STEP Aire,2024_02_12 ,18.375 ,no,18.375,2024_02_12 -STEP Aire,"",07,2024,amp1,10,M
barcode21,2023/2024,STEP Aire,2024_02_12 ,18.375 ,no,18.375,2024_02_12 -STEP Aire,"",07,2024,amp2,14,M
barcode21,2023/2024,STEP Aire,2024_02_12 ,18.375 ,no,18.375,2024_02_12 -STEP Aire,"",07,2024,amp3,5,M
barcode22,2023/2024,ARA Chur,2023_12_24 ,19.875 ,no,19.875,2023_12_24 -ARA Chur,"",51,2023,amp1,537,M
barcode22,2023/2024,ARA Chur,2023_12_24 ,19.875 ,no,19.875,2023_12_24 -ARA Chur,"",51,2023,amp2,3349,M
barcode22,2023/2024,ARA Chur,2023_12_24 ,19.875 ,no,19.875,2023_12_24 -ARA Chur,"",51,2023,amp3,2591,M
barcode23,2023/2024,ARA Chur,2024_01_21 ,124.13 ,no,124.13,2024_01_21 -ARA Chur,"",03,2024,amp1,178,M
barcode23,2023/2024,ARA Chur,2024_01_21 ,124.13 ,no,124.13,2024_01_21 -ARA Chur,"",03,2024,amp2,706,M
barcode23,2023/2024,ARA Chur,2024_01_21 ,124.13 ,no,124.13,2024_01_21 -ARA Chur,"",03,2024,amp3,182,M
barcode24,2023/2024,ARA Chur,2024_03_09 ,28.925 ,no,28.925,2024_03_09 -ARA Chur,"",10,2024,amp1,386,M
barcode24,2023/2024,ARA Chur,2024_03_09 ,28.925 ,no,28.925,2024_03_09 -ARA Chur,"",10,2024,amp2,1391,M
barcode24,2023/2024,ARA Chur,2024_03_09 ,28.925 ,no,28.925,2024_03_09 -ARA Chur,"",10,2024,amp3,1096,M
barcode25,2022/2023,CDA Lugano,2022_12_08,14.475,yes,14.475,2022_12_08-CDA Lugano,"",49,,amp1,3178,M
barcode25,2022/2023,CDA Lugano,2022_12_08,14.475,yes,14.475,2022_12_08-CDA Lugano,"",49,,amp2,9306,M
barcode25,2022/2023,CDA Lugano,2022_12_08,14.475,yes,14.475,2022_12_08-CDA Lugano,"",49,,amp3,823,M
barcode26,2022/2023,CDA Lugano,2022_12_25 ,38.625,yes,38.625,2022_12_25 -CDA Lugano,"",51,,amp1,2,M
barcode26,2022/2023,CDA Lugano,2022_12_25 ,38.625,yes,38.625,2022_12_25 -CDA Lugano,"",51,,amp2,3,M
barcode26,2022/2023,CDA Lugano,2022_12_25 ,38.625,yes,38.625,2022_12_25 -CDA Lugano,"",51,,amp3,1,M
barcode27,2022/2023,CDA Lugano,2022_12_31,14.7,yes,14.7,2022_12_31-CDA Lugano,"",52,,amp1,2,M
barcode27,2022/2023,CDA Lugano,2022_12_31,14.7,yes,14.7,2022_12_31-CDA Lugano,"",52,,amp2,5,M
barcode27,2022/2023,CDA Lugano,2022_12_31,14.7,yes,14.7,2022_12_31-CDA Lugano,"",52,,amp3,1,M
barcode28,2022/2023,ARA Werdhoelzli,2022_12_06,46.5,yes,46.5,2022_12_06-ARA Werdhoelzli,"",49,,amp1,9537,M
barcode28,2022/2023,ARA Werdhoelzli,2022_12_06,46.5,yes,46.5,2022_12_06-ARA Werdhoelzli,"",49,,amp2,47180,M
barcode28,2022/2023,ARA Werdhoelzli,2022_12_06,46.5,yes,46.5,2022_12_06-ARA Werdhoelzli,"",49,,amp3,3319,M
barcode29,2022/2023,STEP Aire,2022_12_06,14.75,yes,14.75,2022_12_06-STEP Aire,"",49,,amp1,9581,M
barcode29,2022/2023,STEP Aire,2022_12_06,14.75,yes,14.75,2022_12_06-STEP Aire,"",49,,amp2,37916,M
barcode29,2022/2023,STEP Aire,2022_12_06,14.75,yes,14.75,2022_12_06-STEP Aire,"",49,,amp3,5517,M
barcode30,2022/2023,STEP Aire,2022_12_20,96.875,yes,96.875,2022_12_20-STEP Aire,"",51,,amp1,10473,M
barcode30,2022/2023,STEP Aire,2022_12_20,96.875,yes,96.875,2022_12_20-STEP Aire,"",51,,amp2,26529,M
barcode30,2022/2023,STEP Aire,2022_12_20,96.875,yes,96.875,2022_12_20-STEP Aire,"",51,,amp3,2273,M
barcode31,2022/2023,STEP Aire,2022_12_31,29.75,yes,29.75,2022_12_31-STEP Aire,"",52,,amp1,15539,M
barcode31,2022/2023,STEP Aire,2022_12_31,29.75,yes,29.75,2022_12_31-STEP Aire,"",52,,amp2,48693,M
barcode31,2022/2023,STEP Aire,2022_12_31,29.75,yes,29.75,2022_12_31-STEP Aire,"",52,,amp3,10624,M
barcode32,2022/2023,STEP Aire,2023_01_28,9.609,yes,9.609,2023_01_28-STEP Aire,"",04,2023,amp1,23,M
barcode32,2022/2023,STEP Aire,2023_01_28,9.609,yes,9.609,2023_01_28-STEP Aire,"",04,2023,amp2,6,M
barcode32,2022/2023,STEP Aire,2023_01_28,9.609,yes,9.609,2023_01_28-STEP Aire,"",04,2023,amp3,2,M
barcode33,2022/2023,STEP Aire,2023_02_02,36.508000000000003,yes,36.508,2023_02_02-STEP Aire,"",05,2023,amp1,1,M
barcode33,2022/2023,STEP Aire,2023_02_02,36.508000000000003,yes,36.508,2023_02_02-STEP Aire,"",05,2023,amp2,5,M
barcode33,2022/2023,STEP Aire,2023_02_02,36.508000000000003,yes,36.508,2023_02_02-STEP Aire,"",05,2023,amp3,2,M
barcode34,2022/2023,STEP Aire,2023_02_26,8.75,yes,8.75,2023_02_26-STEP Aire,"",08,2023,amp1,1,M
barcode34,2022/2023,STEP Aire,2023_02_26,8.75,yes,8.75,2023_02_26-STEP Aire,"",08,2023,amp2,1,M
barcode34,2022/2023,STEP Aire,2023_02_26,8.75,yes,8.75,2023_02_26-STEP Aire,"",08,2023,amp3,0,M
barcode35,2022/2023,ARA Chur,2022_12_06,11.875,yes,11.875,2022_12_06-ARA Chur,"",49,,amp1,1123,M
barcode35,2022/2023,ARA Chur,2022_12_06,11.875,yes,11.875,2022_12_06-ARA Chur,"",49,,amp2,860,M
barcode35,2022/2023,ARA Chur,2022_12_06,11.875,yes,11.875,2022_12_06-ARA Chur,"",49,,amp3,140,M
barcode36,2022/2023,ARA Chur,2022_12_29,18.375,yes,18.375,2022_12_29-ARA Chur,"",52,,amp1,1,M
barcode36,2022/2023,ARA Chur,2022_12_29,18.375,yes,18.375,2022_12_29-ARA Chur,"",52,,amp2,2,M
barcode36,2022/2023,ARA Chur,2022_12_29,18.375,yes,18.375,2022_12_29-ARA Chur,"",52,,amp3,0,M
barcode37,2023/2024,CDA Lugano,2023_12_12,14.625,yes,14.625,2023_12_12-CDA Lugano,"",50,2023,amp1,12303,M
barcode37,2023/2024,CDA Lugano,2023_12_12,14.625,yes,14.625,2023_12_12-CDA Lugano,"",50,2023,amp2,42452,M
barcode37,2023/2024,CDA Lugano,2023_12_12,14.625,yes,14.625,2023_12_12-CDA Lugano,"",50,2023,amp3,17659,M
barcode38,2023/2024,CDA Lugano,2023_12_24,150.88,yes,150.88,2023_12_24-CDA Lugano,"",51,2023,amp1,1,M
barcode38,2023/2024,CDA Lugano,2023_12_24,150.88,yes,150.88,2023_12_24-CDA Lugano,"",51,2023,amp2,3,M
barcode38,2023/2024,CDA Lugano,2023_12_24,150.88,yes,150.88,2023_12_24-CDA Lugano,"",51,2023,amp3,2,M
barcode39,2023/2024,ARA Werdhoelzli,2024_01_16,44.55,yes,44.55,2024_01_16-ARA Werdhoelzli,"",03,2024,amp1,11229,M
barcode39,2023/2024,ARA Werdhoelzli,2024_01_16,44.55,yes,44.55,2024_01_16-ARA Werdhoelzli,"",03,2024,amp2,63798,M
barcode39,2023/2024,ARA Werdhoelzli,2024_01_16,44.55,yes,44.55,2024_01_16-ARA Werdhoelzli,"",03,2024,amp3,33585,M
barcode40,2023/2024,STEP Aire,2023_12_21,15.75,yes,15.75,2023_12_21-STEP Aire,"",51,2023,amp1,1166,M
barcode40,2023/2024,STEP Aire,2023_12_21,15.75,yes,15.75,2023_12_21-STEP Aire,"",51,2023,amp2,966,M
barcode40,2023/2024,STEP Aire,2023_12_21,15.75,yes,15.75,2023_12_21-STEP Aire,"",51,2023,amp3,248,M
barcode41,2023/2024,STEP Aire,2024_02_11,17.25,yes,17.25,2024_02_11-STEP Aire,"",06,2024,amp1,592,M
barcode41,2023/2024,STEP Aire,2024_02_11,17.25,yes,17.25,2024_02_11-STEP Aire,"",06,2024,amp2,72,M
barcode41,2023/2024,STEP Aire,2024_02_11,17.25,yes,17.25,2024_02_11-STEP Aire,"",06,2024,amp3,84,M
barcode42,2023/2024,ARA Chur,2024_01_20,47.125,yes,47.125,2024_01_20-ARA Chur,"",03,2024,amp1,5172,M
barcode42,2023/2024,ARA Chur,2024_01_20,47.125,yes,47.125,2024_01_20-ARA Chur,"",03,2024,amp2,4152,M
barcode42,2023/2024,ARA Chur,2024_01_20,47.125,yes,47.125,2024_01_20-ARA Chur,"",03,2024,amp3,3299,M
